subject,condition,list,order,prime_verb,prime_type,target,response
41,LVC,6,10,reply,PO,5_T,OTHER
41,LVC,6,12,aid,DO,6_T,P
42,IDIOM,7,1,break,DO,11_T,D
42,IDIOM,7,3,due,DO,12_T,D
42,IDIOM,7,10,bum's rush,DO,13_T,D
42,IDIOM,7,2,shirt off his back,DO,15_T,D
42,IDIOM,7,7,rise,PO,16_T,D
42,IDIOM,7,9,whirl,DO,19_T,OTHER
42,IDIOM,7,8,free rein,PO,20_T,D
42,IDIOM,7,5,go-ahead,PO,21_T,P
42,IDIOM,7,13,word,PO,23_T,P
42,IDIOM,7,12,piece of her mind,PO,26_T,P
42,IDIOM,7,6,break to,PO,3_T,P
42,IDIOM,7,14,earful,DO,4_T,D
42,IDIOM,7,4,runaround,DO,5_T,P
42,IDIOM,7,11,ax,PO,6_T,P
43,IDIOM,8,4,brush-off,PO,11_T,D
43,IDIOM,8,6,clean bill of health,PO,12_T,D
43,IDIOM,8,8,once-over,PO,13_T,D
43,IDIOM,8,3,blank check,PO,15_T,D
43,IDIOM,8,10,hand,PO,16_T,D
43,IDIOM,8,5,piece of his mind,DO,19_T,D
43,IDIOM,8,1,third degree,DO,20_T,D
43,IDIOM,8,2,boot,DO,21_T,D
43,IDIOM,8,7,green light,PO,23_T,D
43,IDIOM,8,9,taste of her own medicine,DO,26_T,D
43,IDIOM,8,11,fair shake,DO,3_T,D
43,IDIOM,8,12,hand with the landscape,DO,4_T,D
43,IDIOM,8,14,run for his money,DO,5_T,D
43,IDIOM,8,13,low-down,PO,6_T,D
44,NLVC,8,12,number,DO,11_T,P
44,NLVC,8,10,video tape,PO,12_T,D
44,NLVC,8,11,music,PO,13_T,P
44,NLVC,8,14,ball,DO,15_T,OTHER
44,NLVC,8,13,jumper cable,PO,16_T,P
44,NLVC,8,8,towel,PO,19_T,P
44,NLVC,8,2,toy,PO,20_T,D
44,NLVC,8,5,contract,DO,21_T,P
44,NLVC,8,9,apple,DO,23_T,P
44,NLVC,8,1,key,PO,26_T,P
44,NLVC,8,6,cigarette,DO,3_T,P
44,NLVC,8,7,bouquet,DO,4_T,OTHER
44,NLVC,8,3,check,PO,5_T,OTHER
44,NLVC,8,4,flower,DO,6_T,P
45,LVC,1,3,bow,DO,11_T,D
45,LVC,1,9,reply,DO,12_T,D
45,LVC,1,13,beating,DO,13_T,D
45,LVC,1,1,scolding,DO,15_T,D
45,LVC,1,12,command,PO,16_T,P
45,LVC,1,11,smile,PO,19_T,D
45,LVC,1,14,hug,DO,20_T,D
45,LVC,1,4,advice,DO,21_T,D
45,LVC,1,6,answer,PO,23_T,P
45,LVC,1,10,encouragement,DO,26_T,D
45,LVC,1,2,aid,PO,3_T,D
45,LVC,1,7,compliment,PO,4_T,D
45,LVC,1,8,tip,PO,5_T,P
45,LVC,1,5,massage,PO,6_T,D
46,IDIOM,3,10,due,DO,11_T,D
46,IDIOM,3,14,brush-off,PO,12_T,D
46,IDIOM,3,13,clean bill of health,PO,13_T,D
46,IDIOM,3,9,green light,PO,15_T,P
46,IDIOM,3,5,low-down,PO,16_T,OTHER
46,IDIOM,3,12,ax,PO,19_T,D
46,IDIOM,3,4,fair shake,DO,20_T,D
46,IDIOM,3,2,go-ahead,PO,21_T,D
46,IDIOM,3,3,run for his money,DO,23_T,OTHER
46,IDIOM,3,8,boot,DO,26_T,P
46,IDIOM,3,7,taste of her own medicine,DO,3_T,OTHER
46,IDIOM,3,1,runaround,DO,4_T,OTHER
46,IDIOM,3,11,bum's rush,DO,5_T,D
46,IDIOM,3,6,piece of her mind,PO,6_T,OTHER
47,IDIOM,2,4,bum's rush,DO,11_T,D
47,IDIOM,2,13,brush-off,PO,12_T,P
47,IDIOM,2,8,piece of his mind,DO,13_T,D
47,IDIOM,2,2,green light,PO,15_T,D
47,IDIOM,2,3,clean bill of health,PO,16_T,D
47,IDIOM,2,6,break to,PO,19_T,D
47,IDIOM,2,14,word,PO,20_T,D
47,IDIOM,2,5,free rein,PO,21_T,D
47,IDIOM,2,12,due,DO,23_T,D
47,IDIOM,2,7,low-down,PO,26_T,D
47,IDIOM,2,11,third degree,DO,3_T,D
47,IDIOM,2,9,runaround,DO,4_T,D
47,IDIOM,2,1,run for his money,DO,5_T,D
47,IDIOM,2,10,hand with the landscape,DO,6_T,MISSING
48,IDIOM,6,8,whirl,DO,11_T,D
48,IDIOM,6,12,break to,PO,12_T,D
48,IDIOM,6,10,piece of his mind,DO,13_T,D
48,IDIOM,6,7,green light,PO,15_T,D
48,IDIOM,6,4,run for his money,DO,16_T,D
48,IDIOM,6,5,once-over,PO,19_T,D
48,IDIOM,6,13,earful,DO,20_T,D
48,IDIOM,6,9,shirt off his back,DO,21_T,D
48,IDIOM,6,1,hand,PO,23_T,P
48,IDIOM,6,14,free rein,PO,26_T,D
48,IDIOM,6,11,third degree,DO,3_T,P
48,IDIOM,6,2,hand with the landscape,DO,4_T,P
48,IDIOM,6,3,blank check,PO,5_T,P
48,IDIOM,6,6,word,PO,6_T,D
49,LVC,3,9,encouragement,PO,11_T,D
49,LVC,3,4,aid,DO,12_T,P
49,LVC,3,13,compliment,DO,13_T,D
49,LVC,3,14,smile,DO,15_T,D
49,LVC,3,11,tip,PO,16_T,D
49,LVC,3,10,bow,PO,19_T,P
49,LVC,3,8,command,PO,20_T,D
49,LVC,3,1,scolding,DO,21_T,D
49,LVC,3,3,advice,DO,23_T,P
49,LVC,3,7,reply,DO,26_T,P
49,LVC,3,12,hug,PO,3_T,P
49,LVC,3,6,beating,PO,4_T,P
49,LVC,3,5,massage,PO,5_T,D
49,LVC,3,2,answer,DO,6_T,D
50,NLVC,2,8,contract,DO,11_T,OTHER
50,NLVC,2,1,cigarette,PO,12_T,OTHER
50,NLVC,2,3,ball,DO,13_T,D
50,NLVC,2,4,key,PO,15_T,P
50,NLVC,2,13,bouquet,DO,16_T,P
50,NLVC,2,9,jumper cable,PO,19_T,D
50,NLVC,2,12,towel,PO,20_T,D
50,NLVC,2,10,number,PO,21_T,OTHER
50,NLVC,2,6,music,DO,23_T,P
50,NLVC,2,7,toy,PO,26_T,P
50,NLVC,2,2,flower,DO,3_T,D
50,NLVC,2,5,video tape,DO,4_T,P
50,NLVC,2,11,check,DO,5_T,P
50,NLVC,2,14,apple,PO,6_T,P
51,LVC,4,6,smile,PO,11_T,P
51,LVC,4,9,scolding,PO,12_T,P
51,LVC,4,10,aid,PO,13_T,OTHER
51,LVC,4,3,beating,DO,15_T,P
51,LVC,4,11,reply,PO,16_T,OTHER
51,LVC,4,2,bow,DO,19_T,D
51,LVC,4,14,command,DO,20_T,OTHER
51,LVC,4,13,massage,DO,21_T,OTHER
51,LVC,4,8,answer,PO,23_T,D
51,LVC,4,1,advice,PO,26_T,OTHER
51,LVC,4,12,tip,DO,3_T,OTHER
51,LVC,4,7,hug,DO,4_T,P
51,LVC,4,4,encouragement,DO,5_T,P
51,LVC,4,5,compliment,PO,6_T,P
52,IDIOM,3,6,clean bill of health,PO,11_T,D
52,IDIOM,3,4,run for his money,DO,12_T,D
52,IDIOM,3,13,taste of her own medicine,DO,13_T,D
52,IDIOM,3,2,bum's rush,DO,15_T,D
52,IDIOM,3,12,go-ahead,PO,16_T,D
52,IDIOM,3,8,ax,PO,19_T,D
52,IDIOM,3,1,green light,PO,20_T,D
52,IDIOM,3,10,piece of her mind,PO,21_T,P
52,IDIOM,3,5,fair shake,DO,23_T,D
52,IDIOM,3,9,boot,DO,26_T,P
52,IDIOM,3,7,low-down,PO,3_T,D
52,IDIOM,3,11,runaround,DO,4_T,D
52,IDIOM,3,14,due,DO,5_T,D
52,IDIOM,3,3,brush-off,PO,6_T,OTHER
53,IDIOM,6,12,earful,DO,11_T,P
53,IDIOM,6,14,break to,PO,12_T,MISSING
53,IDIOM,6,10,free rein,PO,13_T,OTHER
53,IDIOM,6,9,word,PO,15_T,OTHER
53,IDIOM,6,2,green light,PO,16_T,D
53,IDIOM,6,5,third degree,DO,19_T,D
53,IDIOM,6,6,run for his money,DO,20_T,D
53,IDIOM,6,3,hand,PO,21_T,D
53,IDIOM,6,7,whirl,DO,23_T,P
53,IDIOM,6,13,hand with the landscape,DO,26_T,P
53,IDIOM,6,8,once-over,PO,3_T,OTHER
53,IDIOM,6,11,blank check,PO,4_T,MISSING
53,IDIOM,6,4,shirt off his back,DO,5_T,OTHER
53,IDIOM,6,1,piece of his mind,DO,6_T,P
54,LVC,7,7,advice,PO,11_T,D
54,LVC,7,10,reply,PO,12_T,D
54,LVC,7,6,bow,DO,13_T,D
54,LVC,7,12,smile,DO,15_T,D
54,LVC,7,2,massage,PO,16_T,D
54,LVC,7,5,beating,DO,19_T,D
54,LVC,7,13,hug,DO,20_T,D
54,LVC,7,11,aid,PO,21_T,OTHER
54,LVC,7,8,answer,DO,23_T,D
54,LVC,7,4,compliment,DO,26_T,OTHER
54,LVC,7,3,tip,PO,3_T,D
54,LVC,7,1,scolding,PO,4_T,D
54,LVC,7,14,command,PO,5_T,D
54,LVC,7,9,encouragement,DO,6_T,MISSING
55,NLVC,5,12,video tape,DO,11_T,D
55,NLVC,5,2,bouquet,PO,12_T,D
55,NLVC,5,9,contract,PO,13_T,D
55,NLVC,5,10,apple,DO,15_T,D
55,NLVC,5,3,cigarette,DO,16_T,D
55,NLVC,5,13,key,DO,19_T,D
55,NLVC,5,6,jumper cable,PO,20_T,D
55,NLVC,5,14,towel,PO,21_T,D
55,NLVC,5,5,music,DO,23_T,D
55,NLVC,5,4,flower,PO,26_T,P
55,NLVC,5,7,ball,PO,3_T,D
55,NLVC,5,11,number,DO,4_T,D
55,NLVC,5,8,toy,PO,5_T,D
55,NLVC,5,1,check,DO,6_T,MISSING
56,LVC,7,9,hug,DO,11_T,OTHER
56,LVC,7,1,encouragement,DO,12_T,D
56,LVC,7,8,reply,PO,13_T,D
56,LVC,7,12,compliment,DO,15_T,D
56,LVC,7,7,massage,PO,16_T,D
56,LVC,7,13,bow,DO,19_T,D
56,LVC,7,4,scolding,PO,20_T,D
56,LVC,7,6,answer,DO,21_T,D
56,LVC,7,14,advice,PO,23_T,D
56,LVC,7,2,smile,DO,26_T,D
56,LVC,7,5,aid,PO,3_T,D
56,LVC,7,3,command,PO,4_T,P
56,LVC,7,11,tip,PO,5_T,P
56,LVC,7,10,beating,DO,6_T,D
57,IDIOM,1,9,go-ahead,PO,11_T,P
57,IDIOM,1,3,piece of her mind,PO,12_T,P
57,IDIOM,1,6,hand,PO,13_T,P
57,IDIOM,1,10,break,DO,15_T,D
57,IDIOM,1,14,shirt off his back,DO,16_T,D
57,IDIOM,1,8,boot,DO,19_T,MISSING
57,IDIOM,1,13,ax,PO,20_T,D
57,IDIOM,1,1,once-over,PO,21_T,D
57,IDIOM,1,11,whirl,DO,23_T,P
57,IDIOM,1,7,earful,DO,26_T,D
57,IDIOM,1,4,taste of her own medicine,DO,3_T,D
57,IDIOM,1,12,fair shake,DO,4_T,P
57,IDIOM,1,5,blank check,PO,5_T,D
57,IDIOM,1,2,rise,PO,6_T,P
58,IDIOM,1,4,boot,DO,11_T,OTHER
58,IDIOM,1,5,whirl,DO,12_T,OTHER
58,IDIOM,1,1,piece of her mind,PO,13_T,D
58,IDIOM,1,13,shirt off his back,DO,15_T,D
58,IDIOM,1,11,go-ahead,PO,16_T,D
58,IDIOM,1,9,earful,DO,19_T,D
58,IDIOM,1,8,fair shake,DO,20_T,D
58,IDIOM,1,7,break,DO,21_T,D
58,IDIOM,1,10,rise,PO,23_T,D
58,IDIOM,1,2,blank check,PO,26_T,D
58,IDIOM,1,14,ax,PO,3_T,D
58,IDIOM,1,12,hand,PO,4_T,D
58,IDIOM,1,6,once-over,PO,5_T,D
58,IDIOM,1,3,taste of her own medicine,DO,6_T,D
59,IDIOM,1,10,break,DO,11_T,P
59,IDIOM,1,3,earful,DO,12_T,D
59,IDIOM,1,9,shirt off his back,DO,13_T,P
59,IDIOM,1,11,hand,PO,15_T,P
59,IDIOM,1,4,once-over,PO,16_T,P
59,IDIOM,1,6,blank check,PO,19_T,P
59,IDIOM,1,14,boot,DO,20_T,D
59,IDIOM,1,12,taste of her own medicine,DO,21_T,P
59,IDIOM,1,8,ax,PO,23_T,P
59,IDIOM,1,2,go-ahead,PO,26_T,P
59,IDIOM,1,13,whirl,DO,3_T,P
59,IDIOM,1,5,rise,PO,4_T,P
59,IDIOM,1,1,piece of her mind,PO,5_T,P
59,IDIOM,1,7,fair shake,DO,6_T,P
60,LVC,5,5,reply,DO,11_T,P
60,LVC,5,14,hug,PO,12_T,P
60,LVC,5,2,encouragement,PO,13_T,P
60,LVC,5,9,massage,PO,15_T,D
60,LVC,5,13,tip,PO,16_T,D
60,LVC,5,12,answer,DO,19_T,P
60,LVC,5,8,aid,PO,20_T,D
60,LVC,5,10,beating,DO,21_T,P
60,LVC,5,7,compliment,DO,23_T,P
60,LVC,5,11,advice,DO,26_T,P
60,LVC,5,4,bow,PO,3_T,P
60,LVC,5,1,smile,DO,4_T,P
60,LVC,5,6,scolding,DO,5_T,P
60,LVC,5,3,command,PO,6_T,D
61,NLVC,1,1,key,DO,11_T,D
61,NLVC,1,2,music,PO,12_T,P
61,NLVC,1,8,toy,DO,13_T,D
61,NLVC,1,9,video tape,PO,15_T,D
61,NLVC,1,10,jumper cable,DO,16_T,D
61,NLVC,1,14,number,DO,19_T,D
61,NLVC,1,13,check,PO,20_T,D
61,NLVC,1,5,flower,PO,21_T,D
61,NLVC,1,6,cigarette,DO,23_T,D
61,NLVC,1,4,contract,PO,26_T,OTHER
61,NLVC,1,7,ball,PO,3_T,D
61,NLVC,1,3,apple,DO,4_T,D
61,NLVC,1,11,towel,DO,5_T,D
61,NLVC,1,12,bouquet,PO,6_T,D
62,IDIOM,2,2,runaround,DO,11_T,P
62,IDIOM,2,7,word,PO,12_T,P
62,IDIOM,2,14,brush-off,PO,13_T,D
62,IDIOM,2,13,break to,PO,15_T,D
62,IDIOM,2,10,piece of his mind,DO,16_T,D
62,IDIOM,2,12,green light,PO,19_T,D
62,IDIOM,2,6,clean bill of health,PO,20_T,D
62,IDIOM,2,4,due,DO,21_T,D
62,IDIOM,2,9,hand with the landscape,DO,23_T,D
62,IDIOM,2,1,bum's rush,DO,26_T,P
62,IDIOM,2,8,free rein,PO,3_T,D
62,IDIOM,2,3,run for his money,DO,4_T,P
62,IDIOM,2,5,low-down,PO,5_T,P
62,IDIOM,2,11,third degree,DO,6_T,D
63,NLVC,6,5,number,PO,11_T,P
63,NLVC,6,7,ball,DO,12_T,P
63,NLVC,6,4,bouquet,DO,13_T,P
63,NLVC,6,14,cigarette,PO,15_T,P
63,NLVC,6,12,contract,DO,16_T,D
63,NLVC,6,10,towel,DO,19_T,P
63,NLVC,6,2,jumper cable,DO,20_T,D
63,NLVC,6,6,check,PO,21_T,D
63,NLVC,6,3,apple,PO,23_T,P
63,NLVC,6,13,music,PO,26_T,P
63,NLVC,6,1,video tape,PO,3_T,D
63,NLVC,6,9,key,PO,4_T,P
63,NLVC,6,11,toy,DO,5_T,D
63,NLVC,6,8,flower,DO,6_T,P
64,NLVC,2,7,towel,PO,11_T,D
64,NLVC,2,12,check,DO,12_T,D
64,NLVC,2,11,flower,DO,13_T,D
64,NLVC,2,5,number,PO,15_T,P
64,NLVC,2,6,ball,DO,16_T,D
64,NLVC,2,1,toy,PO,19_T,P
64,NLVC,2,3,key,PO,20_T,D
64,NLVC,2,13,contract,DO,21_T,D
64,NLVC,2,10,bouquet,DO,23_T,D
64,NLVC,2,4,apple,PO,26_T,D
64,NLVC,2,9,video tape,DO,3_T,D
64,NLVC,2,8,cigarette,PO,4_T,P
64,NLVC,2,14,jumper cable,PO,5_T,P
64,NLVC,2,2,music,DO,6_T,D
65,IDIOM,3,3,ax,PO,11_T,P
65,IDIOM,3,14,boot,DO,12_T,D
65,IDIOM,3,13,runaround,DO,13_T,D
65,IDIOM,3,4,low-down,PO,15_T,OTHER
65,IDIOM,3,8,due,DO,16_T,D
65,IDIOM,3,5,clean bill of health,PO,19_T,D
65,IDIOM,3,7,go-ahead,PO,20_T,D
65,IDIOM,3,9,piece of her mind,PO,21_T,P
65,IDIOM,3,1,fair shake,DO,23_T,P
65,IDIOM,3,2,run for his money,DO,26_T,P
65,IDIOM,3,12,brush-off,PO,3_T,P
65,IDIOM,3,10,taste of her own medicine,DO,4_T,D
65,IDIOM,3,6,bum's rush,DO,5_T,OTHER
65,IDIOM,3,11,green light,PO,6_T,P
66,LVC,2,5,aid,DO,11_T,P
66,LVC,2,6,smile,DO,12_T,D
66,LVC,2,11,scolding,PO,13_T,P
66,LVC,2,9,answer,DO,15_T,P
66,LVC,2,8,hug,PO,16_T,P
66,LVC,2,10,command,DO,19_T,OTHER
66,LVC,2,14,bow,PO,20_T,D
66,LVC,2,2,beating,PO,21_T,P
66,LVC,2,4,tip,DO,23_T,P
66,LVC,2,7,encouragement,PO,26_T,P
66,LVC,2,12,massage,DO,3_T,OTHER
66,LVC,2,3,advice,PO,4_T,OTHER
66,LVC,2,13,compliment,DO,5_T,D
66,LVC,2,1,reply,PO,6_T,P
67,NLVC,1,10,flower,PO,11_T,P
67,NLVC,1,11,cigarette,DO,12_T,D
67,NLVC,1,14,music,PO,13_T,P
67,NLVC,1,5,jumper cable,DO,15_T,D
67,NLVC,1,1,key,DO,16_T,D
67,NLVC,1,6,bouquet,PO,19_T,P
67,NLVC,1,3,check,PO,20_T,D
67,NLVC,1,9,video tape,PO,21_T,P
67,NLVC,1,4,toy,DO,23_T,D
67,NLVC,1,13,ball,PO,26_T,P
67,NLVC,1,12,contract,PO,3_T,D
67,NLVC,1,2,towel,DO,4_T,D
67,NLVC,1,7,apple,DO,5_T,D
67,NLVC,1,8,number,DO,6_T,D
68,IDIOM,2,2,bum's rush,DO,11_T,D
68,IDIOM,2,3,due,DO,12_T,D
68,IDIOM,2,4,hand with the landscape,DO,13_T,D
68,IDIOM,2,7,runaround,DO,15_T,MISSING
68,IDIOM,2,11,brush-off,PO,16_T,D
68,IDIOM,2,1,third degree,DO,19_T,D
68,IDIOM,2,5,word,PO,20_T,D
68,IDIOM,2,13,low-down,PO,21_T,D
68,IDIOM,2,6,run for his money,DO,23_T,MISSING
68,IDIOM,2,9,clean bill of health,PO,26_T,D
68,IDIOM,2,8,green light,PO,3_T,D
68,IDIOM,2,14,piece of his mind,DO,4_T,D
68,IDIOM,2,12,free rein,PO,5_T,MISSING
68,IDIOM,2,10,break to,PO,6_T,MISSING
69,NLVC,4,1,cigarette,PO,11_T,P
69,NLVC,4,11,jumper cable,DO,12_T,OTHER
69,NLVC,4,14,bouquet,DO,13_T,D
69,NLVC,4,5,toy,DO,15_T,D
69,NLVC,4,13,number,PO,16_T,D
69,NLVC,4,12,apple,PO,19_T,D
69,NLVC,4,8,ball,PO,20_T,D
69,NLVC,4,7,flower,DO,21_T,OTHER
69,NLVC,4,2,contract,DO,23_T,D
69,NLVC,4,10,music,PO,26_T,OTHER
69,NLVC,4,6,key,DO,3_T,OTHER
69,NLVC,4,4,check,PO,4_T,OTHER
69,NLVC,4,9,towel,DO,5_T,OTHER
69,NLVC,4,3,video tape,PO,6_T,D
70,IDIOM,5,1,bum's rush,DO,11_T,D
70,IDIOM,5,3,brush-off,PO,12_T,D
70,IDIOM,5,6,due,DO,13_T,D
70,IDIOM,5,12,taste of her own medicine,DO,15_T,D
70,IDIOM,5,2,go-ahead,PO,16_T,D
70,IDIOM,5,5,ax,PO,19_T,D
70,IDIOM,5,14,piece of her mind,PO,20_T,D
70,IDIOM,5,13,low-down,PO,21_T,D
70,IDIOM,5,4,boot,DO,23_T,D
70,IDIOM,5,8,clean bill of health,PO,26_T,D
70,IDIOM,5,10,break,DO,3_T,D
70,IDIOM,5,7,rise,PO,4_T,D
70,IDIOM,5,9,fair shake,DO,5_T,D
70,IDIOM,5,11,runaround,DO,6_T,D
71,LVC,5,7,hug,PO,11_T,D
71,LVC,5,1,massage,PO,12_T,D
71,LVC,5,10,beating,DO,13_T,D
71,LVC,5,11,encouragement,PO,15_T,D
71,LVC,5,5,tip,PO,16_T,D
71,LVC,5,3,scolding,DO,19_T,D
71,LVC,5,8,compliment,DO,20_T,D
71,LVC,5,13,command,PO,21_T,D
71,LVC,5,12,reply,DO,23_T,D
71,LVC,5,9,bow,PO,26_T,D
71,LVC,5,4,aid,PO,3_T,D
71,LVC,5,6,answer,DO,4_T,D
71,LVC,5,14,smile,DO,5_T,D
71,LVC,5,2,advice,DO,6_T,D
72,IDIOM,1,4,taste of her own medicine,DO,11_T,P
72,IDIOM,1,14,fair shake,DO,12_T,D
72,IDIOM,1,13,whirl,DO,13_T,P
72,IDIOM,1,2,blank check,PO,15_T,P
72,IDIOM,1,12,hand,PO,16_T,P
72,IDIOM,1,9,break,DO,19_T,P
72,IDIOM,1,8,ax,PO,20_T,D
72,IDIOM,1,3,rise,PO,21_T,P
72,IDIOM,1,5,earful,DO,23_T,P
72,IDIOM,1,6,piece of her mind,PO,26_T,P
72,IDIOM,1,11,go-ahead,PO,3_T,P
72,IDIOM,1,7,once-over,PO,4_T,P
72,IDIOM,1,1,shirt off his back,DO,5_T,P
72,IDIOM,1,10,boot,DO,6_T,P
73,LVC,4,12,scolding,PO,11_T,MISSING
73,LVC,4,2,massage,DO,12_T,D
73,LVC,4,10,hug,DO,13_T,MISSING
73,LVC,4,5,bow,DO,15_T,D
73,LVC,4,7,answer,PO,16_T,P
73,LVC,4,4,compliment,PO,19_T,D
73,LVC,4,6,reply,PO,20_T,MISSING
73,LVC,4,11,aid,PO,21_T,D
73,LVC,4,1,encouragement,DO,23_T,D
73,LVC,4,3,smile,PO,26_T,D
73,LVC,4,8,advice,PO,3_T,D
73,LVC,4,14,command,DO,4_T,D
73,LVC,4,13,beating,DO,5_T,D
73,LVC,4,9,tip,DO,6_T,MISSING
74,IDIOM,2,2,due,DO,11_T,P
74,IDIOM,2,7,third degree,DO,12_T,D
74,IDIOM,2,6,brush-off,PO,13_T,D
74,IDIOM,2,11,low-down,PO,15_T,D
74,IDIOM,2,13,green light,PO,16_T,D
74,IDIOM,2,4,piece of his mind,DO,19_T,D
74,IDIOM,2,8,bum's rush,DO,20_T,P
74,IDIOM,2,5,run for his money,DO,21_T,D
74,IDIOM,2,9,runaround,DO,23_T,OTHER
74,IDIOM,2,1,break to,PO,26_T,P
74,IDIOM,2,12,word,PO,3_T,D
74,IDIOM,2,3,free rein,PO,4_T,P
74,IDIOM,2,14,hand with the landscape,DO,5_T,D
74,IDIOM,2,10,clean bill of health,PO,6_T,D
75,LVC,2,11,reply,PO,11_T,P
75,LVC,2,7,bow,PO,12_T,D
75,LVC,2,8,encouragement,PO,13_T,P
75,LVC,2,2,command,DO,15_T,D
75,LVC,2,1,smile,DO,16_T,D
75,LVC,2,6,hug,PO,19_T,D
75,LVC,2,9,beating,PO,20_T,D
75,LVC,2,14,scolding,PO,21_T,D
75,LVC,2,3,tip,DO,23_T,D
75,LVC,2,5,advice,PO,26_T,D
75,LVC,2,12,aid,DO,3_T,D
75,LVC,2,10,answer,DO,4_T,D
75,LVC,2,4,compliment,DO,5_T,D
75,LVC,2,13,massage,DO,6_T,D
76,IDIOM,7,10,word,PO,11_T,P
76,IDIOM,7,7,shirt off his back,DO,12_T,OTHER
76,IDIOM,7,12,whirl,DO,13_T,P
76,IDIOM,7,14,ax,PO,15_T,P
76,IDIOM,7,9,earful,DO,16_T,D
76,IDIOM,7,6,runaround,DO,19_T,P
76,IDIOM,7,13,piece of her mind,PO,20_T,D
76,IDIOM,7,4,break to,PO,21_T,P
76,IDIOM,7,3,go-ahead,PO,23_T,P
76,IDIOM,7,11,free rein,PO,26_T,P
76,IDIOM,7,1,due,DO,3_T,OTHER
76,IDIOM,7,2,bum's rush,DO,4_T,D
76,IDIOM,7,5,break,DO,5_T,OTHER
76,IDIOM,7,8,rise,PO,6_T,P
77,LVC,5,10,answer,DO,11_T,P
77,LVC,5,12,compliment,DO,12_T,OTHER
77,LVC,5,11,beating,DO,13_T,OTHER
77,LVC,5,3,encouragement,PO,15_T,OTHER
77,LVC,5,6,scolding,DO,16_T,P
77,LVC,5,9,command,PO,19_T,D
77,LVC,5,5,bow,PO,20_T,D
77,LVC,5,2,massage,PO,21_T,P
77,LVC,5,8,smile,DO,23_T,P
77,LVC,5,4,advice,DO,26_T,D
77,LVC,5,1,hug,PO,3_T,P
77,LVC,5,14,aid,PO,4_T,P
77,LVC,5,13,tip,PO,5_T,P
77,LVC,5,7,reply,DO,6_T,P
78,LVC,2,4,hug,PO,11_T,D
78,LVC,2,11,advice,PO,12_T,D
78,LVC,2,6,bow,PO,13_T,P
78,LVC,2,12,reply,PO,15_T,D
78,LVC,2,14,compliment,DO,16_T,D
78,LVC,2,13,massage,DO,19_T,P
78,LVC,2,5,command,DO,20_T,OTHER
78,LVC,2,10,answer,DO,21_T,P
78,LVC,2,3,encouragement,PO,23_T,D
78,LVC,2,8,scolding,PO,26_T,D
78,LVC,2,2,aid,DO,3_T,D
78,LVC,2,1,tip,DO,4_T,D
78,LVC,2,7,beating,PO,5_T,OTHER
78,LVC,2,9,smile,DO,6_T,D
79,LVC,8,14,advice,DO,11_T,P
79,LVC,8,9,scolding,DO,12_T,MISSING
79,LVC,8,10,aid,DO,13_T,P
79,LVC,8,13,smile,PO,15_T,P
79,LVC,8,2,hug,PO,16_T,D
79,LVC,8,4,beating,PO,19_T,P
79,LVC,8,1,tip,DO,20_T,P
79,LVC,8,7,command,DO,21_T,P
79,LVC,8,11,massage,DO,23_T,P
79,LVC,8,6,reply,DO,26_T,P
79,LVC,8,12,bow,PO,3_T,P
79,LVC,8,5,answer,PO,4_T,P
79,LVC,8,3,encouragement,PO,5_T,P
79,LVC,8,8,compliment,PO,6_T,P
80,LVC,8,13,massage,DO,11_T,P
80,LVC,8,10,command,DO,12_T,P
80,LVC,8,11,reply,DO,13_T,OTHER
80,LVC,8,9,tip,DO,15_T,P
80,LVC,8,8,smile,PO,16_T,OTHER
80,LVC,8,12,aid,DO,19_T,OTHER
80,LVC,8,4,hug,PO,20_T,OTHER
80,LVC,8,7,answer,PO,21_T,D
80,LVC,8,14,encouragement,PO,23_T,D
80,LVC,8,2,bow,PO,26_T,D
80,LVC,8,6,compliment,PO,3_T,D
80,LVC,8,3,scolding,DO,4_T,D
80,LVC,8,5,advice,DO,5_T,D
80,LVC,8,1,beating,PO,6_T,OTHER
81,NLVC,7,12,jumper cable,DO,11_T,D
81,NLVC,7,8,ball,PO,12_T,D
81,NLVC,7,6,check,DO,13_T,D
81,NLVC,7,2,contract,PO,15_T,D
81,NLVC,7,3,video tape,DO,16_T,D
81,NLVC,7,5,cigarette,PO,19_T,D
81,NLVC,7,11,apple,PO,20_T,D
81,NLVC,7,7,music,DO,21_T,D
81,NLVC,7,13,toy,DO,23_T,D
81,NLVC,7,1,key,DO,26_T,D
81,NLVC,7,14,number,PO,3_T,P
81,NLVC,7,9,towel,DO,4_T,P
81,NLVC,7,4,bouquet,PO,5_T,D
81,NLVC,7,10,flower,PO,6_T,P
82,NLVC,6,1,towel,DO,11_T,P
82,NLVC,6,9,apple,PO,12_T,P
82,NLVC,6,5,video tape,PO,13_T,P
82,NLVC,6,8,music,PO,15_T,D
82,NLVC,6,10,jumper cable,DO,16_T,P
82,NLVC,6,6,toy,DO,19_T,P
82,NLVC,6,12,contract,DO,20_T,P
82,NLVC,6,11,key,PO,21_T,P
82,NLVC,6,3,bouquet,DO,23_T,D
82,NLVC,6,7,flower,DO,26_T,D
82,NLVC,6,4,cigarette,PO,3_T,D
82,NLVC,6,2,ball,DO,4_T,D
82,NLVC,6,13,check,PO,5_T,D
82,NLVC,6,14,number,PO,6_T,D
83,LVC,8,14,scolding,DO,11_T,D
