subject,condition,list,order,prime_verb,prime_type,target,response
83,LVC,8,2,encouragement,PO,12_T,D
83,LVC,8,9,command,DO,13_T,D
83,LVC,8,3,answer,PO,15_T,P
83,LVC,8,6,advice,DO,16_T,D
83,LVC,8,12,smile,PO,19_T,D
83,LVC,8,7,aid,DO,20_T,D
83,LVC,8,10,tip,DO,21_T,D
83,LVC,8,13,reply,DO,23_T,D
83,LVC,8,1,massage,DO,26_T,P
83,LVC,8,4,bow,PO,3_T,OTHER
83,LVC,8,5,hug,PO,4_T,OTHER
83,LVC,8,11,beating,PO,5_T,P
83,LVC,8,8,compliment,PO,6_T,D
84,IDIOM,4,1,break,DO,11_T,D
84,IDIOM,4,5,whirl,DO,12_T,D
84,IDIOM,4,11,piece of his mind,DO,13_T,OTHER
84,IDIOM,4,3,third degree,DO,15_T,OTHER
84,IDIOM,4,7,hand with the landscape,DO,16_T,D
84,IDIOM,4,14,word,PO,19_T,D
84,IDIOM,4,12,hand,PO,20_T,P
84,IDIOM,4,10,free rein,PO,21_T,P
84,IDIOM,4,4,blank check,PO,23_T,P
84,IDIOM,4,2,shirt off his back,DO,26_T,D
84,IDIOM,4,8,earful,DO,3_T,D
84,IDIOM,4,6,rise,PO,4_T,OTHER
84,IDIOM,4,9,break to,PO,5_T,D
84,IDIOM,4,13,once-over,PO,6_T,P
85,IDIOM,6,3,piece of his mind,DO,11_T,OTHER
85,IDIOM,6,7,green light,PO,12_T,D
85,IDIOM,6,14,blank check,PO,13_T,D
85,IDIOM,6,13,shirt off his back,DO,15_T,D
85,IDIOM,6,5,free rein,PO,16_T,D
85,IDIOM,6,10,once-over,PO,19_T,D
85,IDIOM,6,12,run for his money,DO,20_T,D
85,IDIOM,6,1,earful,DO,21_T,D
85,IDIOM,6,9,word,PO,23_T,D
85,IDIOM,6,8,third degree,DO,26_T,D
85,IDIOM,6,6,hand with the landscape,DO,3_T,MISSING
85,IDIOM,6,11,hand,PO,4_T,D
85,IDIOM,6,2,whirl,DO,5_T,OTHER
85,IDIOM,6,4,break to,PO,6_T,D
86,LVC,8,12,massage,DO,11_T,P
86,LVC,8,10,answer,PO,12_T,D
86,LVC,8,11,command,DO,13_T,P
86,LVC,8,1,aid,DO,15_T,D
86,LVC,8,5,smile,PO,16_T,D
86,LVC,8,2,bow,PO,19_T,OTHER
86,LVC,8,9,encouragement,PO,20_T,D
86,LVC,8,8,compliment,PO,21_T,P
86,LVC,8,4,tip,DO,23_T,P
86,LVC,8,14,hug,PO,26_T,D
86,LVC,8,6,reply,DO,3_T,D
86,LVC,8,13,scolding,DO,4_T,OTHER
86,LVC,8,7,advice,DO,5_T,D
86,LVC,8,3,beating,PO,6_T,MISSING
87,LVC,2,8,bow,PO,11_T,P
87,LVC,2,12,compliment,DO,12_T,P
87,LVC,2,11,tip,DO,13_T,D
87,LVC,2,1,beating,PO,15_T,D
87,LVC,2,6,aid,DO,16_T,D
87,LVC,2,5,hug,PO,19_T,D
87,LVC,2,9,command,DO,20_T,D
87,LVC,2,14,encouragement,PO,21_T,P
87,LVC,2,4,answer,DO,23_T,D
87,LVC,2,13,massage,DO,26_T,MISSING
87,LVC,2,7,scolding,PO,3_T,D
87,LVC,2,10,smile,DO,4_T,D
87,LVC,2,3,advice,PO,5_T,OTHER
87,LVC,2,2,reply,PO,6_T,OTHER
88,NLVC,3,11,cigarette,DO,11_T,P
88,NLVC,3,2,number,DO,12_T,OTHER
88,NLVC,3,4,jumper cable,PO,13_T,OTHER
88,NLVC,3,12,ball,DO,15_T,P
88,NLVC,3,9,key,PO,16_T,D
88,NLVC,3,13,video tape,DO,19_T,OTHER
88,NLVC,3,7,contract,PO,20_T,D
88,NLVC,3,5,towel,PO,21_T,P
88,NLVC,3,1,toy,PO,23_T,P
88,NLVC,3,14,apple,DO,26_T,P
88,NLVC,3,8,check,DO,3_T,P
88,NLVC,3,3,flower,PO,4_T,D
88,NLVC,3,6,bouquet,PO,5_T,OTHER
88,NLVC,3,10,music,DO,6_T,MISSING
89,IDIOM,8,6,boot,DO,11_T,D
89,IDIOM,8,7,blank check,PO,12_T,D
89,IDIOM,8,2,fair shake,DO,13_T,D
89,IDIOM,8,11,low-down,PO,15_T,D
89,IDIOM,8,9,run for his money,DO,16_T,D
89,IDIOM,8,13,brush-off,PO,19_T,D
89,IDIOM,8,3,green light,PO,20_T,MISSING
89,IDIOM,8,14,clean bill of health,PO,21_T,P
89,IDIOM,8,12,hand,PO,23_T,D
89,IDIOM,8,1,third degree,DO,26_T,P
89,IDIOM,8,8,piece of his mind,DO,3_T,D
89,IDIOM,8,4,taste of her own medicine,DO,4_T,D
89,IDIOM,8,10,hand with the landscape,DO,5_T,D
89,IDIOM,8,5,once-over,PO,6_T,D
90,IDIOM,3,10,green light,PO,11_T,P
90,IDIOM,3,4,brush-off,PO,12_T,D
90,IDIOM,3,1,piece of her mind,PO,13_T,D
90,IDIOM,3,11,boot,DO,15_T,D
90,IDIOM,3,12,ax,PO,16_T,MISSING
90,IDIOM,3,8,low-down,PO,19_T,D
90,IDIOM,3,2,due,DO,20_T,D
90,IDIOM,3,7,go-ahead,PO,21_T,D
90,IDIOM,3,5,runaround,DO,23_T,D
90,IDIOM,3,6,taste of her own medicine,DO,26_T,D
90,IDIOM,3,14,clean bill of health,PO,3_T,MISSING
90,IDIOM,3,3,fair shake,DO,4_T,P
90,IDIOM,3,13,bum's rush,DO,5_T,D
90,IDIOM,3,9,run for his money,DO,6_T,P
91,LVC,5,11,aid,PO,11_T,D
91,LVC,5,7,beating,DO,12_T,D
91,LVC,5,12,answer,DO,13_T,D
91,LVC,5,6,bow,PO,15_T,P
91,LVC,5,2,smile,DO,16_T,P
91,LVC,5,14,hug,PO,19_T,D
91,LVC,5,8,massage,PO,20_T,D
91,LVC,5,5,advice,DO,21_T,D
91,LVC,5,9,reply,DO,23_T,P
91,LVC,5,3,compliment,DO,26_T,P
91,LVC,5,1,encouragement,PO,3_T,D
91,LVC,5,10,tip,PO,4_T,D
91,LVC,5,4,scolding,DO,5_T,OTHER
91,LVC,5,13,command,PO,6_T,D
92,IDIOM,8,7,low-down,PO,11_T,D
92,IDIOM,8,12,clean bill of health,PO,12_T,D
92,IDIOM,8,5,green light,PO,13_T,D
92,IDIOM,8,6,hand,PO,15_T,D
92,IDIOM,8,4,third degree,DO,16_T,MISSING
92,IDIOM,8,13,hand with the landscape,DO,19_T,D
92,IDIOM,8,14,brush-off,PO,20_T,MISSING
92,IDIOM,8,8,run for his money,DO,21_T,OTHER
92,IDIOM,8,10,fair shake,DO,23_T,D
92,IDIOM,8,11,boot,DO,26_T,D
92,IDIOM,8,9,taste of her own medicine,DO,3_T,D
92,IDIOM,8,1,once-over,PO,4_T,OTHER
92,IDIOM,8,2,piece of his mind,DO,5_T,OTHER
92,IDIOM,8,3,blank check,PO,6_T,MISSING
93,LVC,2,5,scolding,PO,11_T,P
93,LVC,2,7,hug,PO,12_T,P
93,LVC,2,14,tip,DO,13_T,P
93,LVC,2,9,answer,DO,15_T,D
93,LVC,2,3,aid,DO,16_T,D
93,LVC,2,11,command,DO,19_T,D
93,LVC,2,10,bow,PO,20_T,D
93,LVC,2,1,compliment,DO,21_T,P
93,LVC,2,2,smile,DO,23_T,D
93,LVC,2,12,encouragement,PO,26_T,P
93,LVC,2,8,advice,PO,3_T,P
93,LVC,2,13,beating,PO,4_T,P
93,LVC,2,4,reply,PO,5_T,OTHER
93,LVC,2,6,massage,DO,6_T,D
94,LVC,1,3,encouragement,DO,11_T,D
94,LVC,1,13,bow,DO,12_T,D
94,LVC,1,6,beating,DO,13_T,D
94,LVC,1,5,smile,PO,15_T,D
94,LVC,1,11,command,PO,16_T,D
94,LVC,1,14,hug,DO,19_T,D
94,LVC,1,12,advice,DO,20_T,D
94,LVC,1,10,scolding,DO,21_T,D
94,LVC,1,1,massage,PO,23_T,D
94,LVC,1,2,reply,DO,26_T,D
94,LVC,1,9,answer,PO,3_T,D
94,LVC,1,4,aid,PO,4_T,D
94,LVC,1,8,compliment,PO,5_T,D
94,LVC,1,7,tip,PO,6_T,D
95,LVC,7,13,reply,PO,11_T,P
95,LVC,7,6,hug,DO,12_T,P
95,LVC,7,10,bow,DO,13_T,P
95,LVC,7,12,compliment,DO,15_T,D
95,LVC,7,1,scolding,PO,16_T,D
95,LVC,7,5,command,PO,19_T,P
95,LVC,7,9,advice,PO,20_T,P
95,LVC,7,8,beating,DO,21_T,P
95,LVC,7,7,answer,DO,23_T,D
95,LVC,7,3,tip,PO,26_T,P
95,LVC,7,2,smile,DO,3_T,P
95,LVC,7,14,encouragement,DO,4_T,P
95,LVC,7,11,massage,PO,5_T,P
95,LVC,7,4,aid,PO,6_T,P
96,NLVC,6,7,towel,DO,11_T,D
96,NLVC,6,3,bouquet,DO,12_T,D
96,NLVC,6,6,flower,DO,13_T,D
96,NLVC,6,13,check,PO,15_T,D
96,NLVC,6,2,music,PO,16_T,P
96,NLVC,6,14,jumper cable,DO,19_T,D
96,NLVC,6,12,video tape,PO,20_T,P
96,NLVC,6,9,ball,DO,21_T,D
96,NLVC,6,10,apple,PO,23_T,D
96,NLVC,6,5,toy,DO,26_T,D
96,NLVC,6,1,contract,DO,3_T,D
96,NLVC,6,8,key,PO,4_T,OTHER
96,NLVC,6,11,cigarette,PO,5_T,OTHER
96,NLVC,6,4,number,PO,6_T,P
97,IDIOM,3,9,brush-off,PO,11_T,D
97,IDIOM,3,4,clean bill of health,PO,12_T,D
97,IDIOM,3,3,bum's rush,DO,13_T,MISSING
97,IDIOM,3,2,boot,DO,15_T,D
97,IDIOM,3,6,go-ahead,PO,16_T,D
97,IDIOM,3,11,low-down,PO,19_T,P
97,IDIOM,3,14,runaround,DO,20_T,D
97,IDIOM,3,1,green light,PO,21_T,P
97,IDIOM,3,5,run for his money,DO,23_T,D
97,IDIOM,3,10,taste of her own medicine,DO,26_T,P
97,IDIOM,3,7,fair shake,DO,3_T,D
97,IDIOM,3,13,ax,PO,4_T,P
97,IDIOM,3,12,due,DO,5_T,P
97,IDIOM,3,8,piece of her mind,PO,6_T,D
98,NLVC,1,1,towel,DO,11_T,OTHER
98,NLVC,1,7,check,PO,12_T,D
98,NLVC,1,9,jumper cable,DO,13_T,D
98,NLVC,1,6,bouquet,PO,15_T,D
98,NLVC,1,11,apple,DO,16_T,D
98,NLVC,1,14,contract,PO,19_T,D
98,NLVC,1,4,key,DO,20_T,D
98,NLVC,1,8,ball,PO,21_T,D
98,NLVC,1,3,number,DO,23_T,D
98,NLVC,1,5,toy,DO,26_T,D
98,NLVC,1,12,music,PO,3_T,D
98,NLVC,1,2,flower,PO,4_T,D
98,NLVC,1,13,cigarette,DO,5_T,D
98,NLVC,1,10,video tape,PO,6_T,P
99,NLVC,8,1,number,DO,11_T,P
99,NLVC,8,14,ball,DO,12_T,D
99,NLVC,8,10,apple,DO,13_T,D
99,NLVC,8,6,video tape,PO,15_T,P
99,NLVC,8,9,key,PO,16_T,P
99,NLVC,8,11,contract,DO,19_T,D
99,NLVC,8,7,towel,PO,20_T,D
99,NLVC,8,12,cigarette,DO,21_T,D
99,NLVC,8,8,bouquet,DO,23_T,P
99,NLVC,8,5,toy,PO,26_T,P
99,NLVC,8,4,jumper cable,PO,3_T,MISSING
99,NLVC,8,3,music,PO,4_T,MISSING
99,NLVC,8,2,flower,DO,5_T,P
99,NLVC,8,13,check,PO,6_T,D
100,LVC,6,9,hug,DO,11_T,P
100,LVC,6,6,smile,PO,12_T,P
100,LVC,6,7,tip,DO,13_T,P
100,LVC,6,13,command,DO,15_T,D
100,LVC,6,10,encouragement,DO,16_T,D
100,LVC,6,14,aid,DO,19_T,P
100,LVC,6,1,scolding,PO,20_T,P
100,LVC,6,12,answer,PO,21_T,P
100,LVC,6,4,massage,DO,23_T,P
100,LVC,6,8,advice,PO,26_T,P
100,LVC,6,2,bow,DO,3_T,P
100,LVC,6,3,reply,PO,4_T,D
100,LVC,6,11,beating,PO,5_T,P
100,LVC,6,5,compliment,PO,6_T,P
101,LVC,6,4,tip,DO,11_T,D
101,LVC,6,9,massage,DO,12_T,D
101,LVC,6,6,answer,PO,13_T,D
101,LVC,6,11,reply,PO,15_T,D
101,LVC,6,3,command,DO,16_T,D
101,LVC,6,14,aid,DO,19_T,D
101,LVC,6,10,scolding,PO,20_T,D
101,LVC,6,13,compliment,PO,21_T,OTHER
101,LVC,6,7,advice,PO,23_T,D
101,LVC,6,5,bow,DO,26_T,D
101,LVC,6,12,smile,PO,3_T,D
101,LVC,6,8,hug,DO,4_T,D
101,LVC,6,1,encouragement,DO,5_T,D
101,LVC,6,2,beating,PO,6_T,D
102,NLVC,4,13,key,DO,11_T,P
102,NLVC,4,1,number,PO,12_T,P
102,NLVC,4,14,jumper cable,DO,13_T,P
102,NLVC,4,9,cigarette,PO,15_T,P
102,NLVC,4,7,toy,DO,16_T,P
102,NLVC,4,8,apple,PO,19_T,P
102,NLVC,4,3,video tape,PO,20_T,P
102,NLVC,4,11,check,PO,21_T,P
102,NLVC,4,10,contract,DO,23_T,D
102,NLVC,4,12,bouquet,DO,26_T,P
102,NLVC,4,4,ball,PO,3_T,P
102,NLVC,4,6,music,PO,4_T,P
102,NLVC,4,2,flower,DO,5_T,D
102,NLVC,4,5,towel,DO,6_T,P
103,LVC,8,7,answer,PO,11_T,P
103,LVC,8,8,encouragement,PO,12_T,D
103,LVC,8,13,hug,PO,13_T,D
103,LVC,8,9,bow,PO,15_T,D
103,LVC,8,12,beating,PO,16_T,D
103,LVC,8,1,smile,PO,19_T,P
103,LVC,8,5,massage,DO,20_T,D
103,LVC,8,6,compliment,PO,21_T,P
103,LVC,8,11,aid,DO,23_T,D
103,LVC,8,4,reply,DO,26_T,D
103,LVC,8,3,command,DO,3_T,D
103,LVC,8,10,advice,DO,4_T,D
103,LVC,8,2,scolding,DO,5_T,D
103,LVC,8,14,tip,DO,6_T,D
104,LVC,6,6,scolding,PO,11_T,P
104,LVC,6,14,tip,DO,12_T,D
104,LVC,6,12,massage,DO,13_T,P
104,LVC,6,8,advice,PO,15_T,P
104,LVC,6,4,answer,PO,16_T,D
104,LVC,6,10,compliment,PO,19_T,P
104,LVC,6,3,beating,PO,20_T,D
104,LVC,6,5,hug,DO,21_T,D
104,LVC,6,11,reply,PO,23_T,P
104,LVC,6,2,command,DO,26_T,P
104,LVC,6,9,aid,DO,3_T,P
104,LVC,6,7,bow,DO,4_T,P
104,LVC,6,13,encouragement,DO,5_T,D
104,LVC,6,1,smile,PO,6_T,P
105,LVC,6,2,answer,PO,11_T,P
105,LVC,6,4,reply,PO,12_T,D
105,LVC,6,14,hug,DO,13_T,MISSING
105,LVC,6,5,tip,DO,15_T,D
105,LVC,6,13,massage,DO,16_T,D
105,LVC,6,10,bow,DO,19_T,D
105,LVC,6,8,smile,PO,20_T,D
105,LVC,6,12,aid,DO,21_T,D
105,LVC,6,7,encouragement,DO,23_T,D
105,LVC,6,1,compliment,PO,26_T,D
105,LVC,6,11,beating,PO,3_T,D
105,LVC,6,3,scolding,PO,4_T,D
105,LVC,6,6,command,DO,5_T,D
105,LVC,6,9,advice,PO,6_T,P
106,NLVC,1,13,toy,DO,11_T,P
106,NLVC,1,12,cigarette,DO,12_T,OTHER
106,NLVC,1,10,check,PO,13_T,P
106,NLVC,1,11,key,DO,15_T,OTHER
106,NLVC,1,5,apple,DO,16_T,D
106,NLVC,1,3,ball,PO,19_T,P
106,NLVC,1,8,contract,PO,20_T,OTHER
106,NLVC,1,1,flower,PO,21_T,P
106,NLVC,1,9,video tape,PO,23_T,OTHER
106,NLVC,1,7,bouquet,PO,26_T,P
106,NLVC,1,2,number,DO,3_T,D
106,NLVC,1,6,music,PO,4_T,OTHER
106,NLVC,1,4,towel,DO,5_T,P
106,NLVC,1,14,jumper cable,DO,6_T,P
107,IDIOM,8,7,once-over,PO,11_T,P
107,IDIOM,8,5,piece of his mind,DO,12_T,D
107,IDIOM,8,3,run for his money,DO,13_T,OTHER
107,IDIOM,8,4,brush-off,PO,15_T,D
107,IDIOM,8,6,third degree,DO,16_T,OTHER
107,IDIOM,8,1,green light,PO,19_T,D
107,IDIOM,8,8,blank check,PO,20_T,D
107,IDIOM,8,14,low-down,PO,21_T,P
107,IDIOM,8,12,boot,DO,23_T,P
107,IDIOM,8,13,clean bill of health,PO,26_T,P
107,IDIOM,8,11,taste of her own medicine,DO,3_T,OTHER
107,IDIOM,8,2,hand,PO,4_T,P
107,IDIOM,8,10,hand with the landscape,DO,5_T,D
107,IDIOM,8,9,fair shake,DO,6_T,D
108,IDIOM,5,4,taste of her own medicine,DO,11_T,D
108,IDIOM,5,13,low-down,PO,12_T,D
108,IDIOM,5,6,go-ahead,PO,13_T,OTHER
108,IDIOM,5,10,rise,PO,15_T,P
108,IDIOM,5,5,bum's rush,DO,16_T,D
108,IDIOM,5,8,ax,PO,19_T,D
108,IDIOM,5,14,due,DO,20_T,D
108,IDIOM,5,1,break,DO,21_T,OTHER
108,IDIOM,5,11,fair shake,DO,23_T,OTHER
108,IDIOM,5,9,clean bill of health,PO,26_T,D
108,IDIOM,5,3,brush-off,PO,3_T,P
108,IDIOM,5,12,piece of her mind,PO,4_T,D
108,IDIOM,5,2,boot,DO,5_T,OTHER
108,IDIOM,5,7,runaround,DO,6_T,D
109,NLVC,4,7,video tape,PO,11_T,P
109,NLVC,4,9,cigarette,PO,12_T,D
109,NLVC,4,5,bouquet,DO,13_T,D
109,NLVC,4,2,toy,DO,15_T,D
109,NLVC,4,1,apple,PO,16_T,P
109,NLVC,4,11,jumper cable,DO,19_T,D
109,NLVC,4,3,number,PO,20_T,D
109,NLVC,4,6,contract,DO,21_T,D
109,NLVC,4,13,music,PO,23_T,P
109,NLVC,4,14,towel,DO,26_T,D
109,NLVC,4,8,check,PO,3_T,D
109,NLVC,4,10,flower,DO,4_T,D
109,NLVC,4,12,key,DO,5_T,D
109,NLVC,4,4,ball,PO,6_T,P
110,NLVC,5,5,check,DO,11_T,P
110,NLVC,5,6,cigarette,DO,12_T,P
110,NLVC,5,14,apple,DO,13_T,P
110,NLVC,5,9,video tape,DO,15_T,P
110,NLVC,5,13,ball,PO,16_T,P
110,NLVC,5,3,number,DO,19_T,P
110,NLVC,5,1,music,DO,20_T,P
110,NLVC,5,10,towel,PO,21_T,P
110,NLVC,5,4,jumper cable,PO,23_T,P
110,NLVC,5,8,key,DO,26_T,D
110,NLVC,5,11,toy,PO,3_T,P
110,NLVC,5,7,contract,PO,4_T,P
110,NLVC,5,12,flower,PO,5_T,P
110,NLVC,5,2,bouquet,PO,6_T,P
111,IDIOM,6,6,piece of his mind,DO,11_T,D
111,IDIOM,6,13,shirt off his back,DO,12_T,D
111,IDIOM,6,2,whirl,DO,13_T,D
111,IDIOM,6,3,hand,PO,15_T,D
111,IDIOM,6,11,earful,DO,16_T,D
111,IDIOM,6,10,blank check,PO,19_T,D
111,IDIOM,6,5,word,PO,20_T,D
111,IDIOM,6,4,run for his money,DO,21_T,D
111,IDIOM,6,9,green light,PO,23_T,D
111,IDIOM,6,14,hand with the landscape,DO,26_T,D
111,IDIOM,6,8,third degree,DO,3_T,D
111,IDIOM,6,7,break to,PO,4_T,P
111,IDIOM,6,12,free rein,PO,5_T,D
111,IDIOM,6,1,once-over,PO,6_T,P
112,LVC,2,1,command,DO,11_T,P
112,LVC,2,4,compliment,DO,12_T,D
112,LVC,2,9,beating,PO,13_T,D
112,LVC,2,6,answer,DO,15_T,D
112,LVC,2,13,massage,DO,16_T,D
112,LVC,2,2,advice,PO,19_T,D
112,LVC,2,11,bow,PO,20_T,D
112,LVC,2,8,tip,DO,21_T,D
112,LVC,2,10,aid,DO,23_T,D
112,LVC,2,3,smile,DO,26_T,D
112,LVC,2,12,scolding,PO,3_T,D
112,LVC,2,7,encouragement,PO,4_T,D
112,LVC,2,14,hug,PO,5_T,D
112,LVC,2,5,reply,PO,6_T,D
113,IDIOM,4,2,rise,PO,11_T,P
113,IDIOM,4,1,earful,DO,12_T,OTHER
113,IDIOM,4,3,whirl,DO,13_T,OTHER
113,IDIOM,4,10,once-over,PO,15_T,P
113,IDIOM,4,13,hand,PO,16_T,P
113,IDIOM,4,11,third degree,DO,19_T,P
113,IDIOM,4,8,shirt off his back,DO,20_T,D
113,IDIOM,4,7,break to,PO,21_T,D
113,IDIOM,4,12,free rein,PO,23_T,OTHER
113,IDIOM,4,5,blank check,PO,26_T,D
113,IDIOM,4,6,hand with the landscape,DO,3_T,D
113,IDIOM,4,14,break,DO,4_T,D
113,IDIOM,4,9,word,PO,5_T,D
113,IDIOM,4,4,piece of his mind,DO,6_T,OTHER
114,IDIOM,2,1,runaround,DO,11_T,P
114,IDIOM,2,5,run for his money,DO,12_T,D
114,IDIOM,2,13,brush-off,PO,13_T,P
114,IDIOM,2,14,due,DO,15_T,MISSING
114,IDIOM,2,7,word,PO,16_T,D
114,IDIOM,2,3,clean bill of health,PO,19_T,D
114,IDIOM,2,11,piece of his mind,DO,20_T,D
114,IDIOM,2,9,free rein,PO,21_T,D
114,IDIOM,2,10,third degree,DO,23_T,D
114,IDIOM,2,2,green light,PO,26_T,P
114,IDIOM,2,8,bum's rush,DO,3_T,D
114,IDIOM,2,12,hand with the landscape,DO,4_T,D
114,IDIOM,2,4,low-down,PO,5_T,P
114,IDIOM,2,6,break to,PO,6_T,P
115,IDIOM,5,8,ax,PO,11_T,P
115,IDIOM,5,5,boot,DO,12_T,D
115,IDIOM,5,2,runaround,DO,13_T,D
115,IDIOM,5,9,break,DO,15_T,D
115,IDIOM,5,1,brush-off,PO,16_T,D
115,IDIOM,5,4,due,DO,19_T,D
115,IDIOM,5,6,go-ahead,PO,20_T,D
115,IDIOM,5,7,bum's rush,DO,21_T,D
115,IDIOM,5,10,taste of her own medicine,DO,23_T,P
115,IDIOM,5,3,fair shake,DO,26_T,D
115,IDIOM,5,14,clean bill of health,PO,3_T,P
115,IDIOM,5,12,piece of her mind,PO,4_T,P
115,IDIOM,5,11,rise,PO,5_T,P
115,IDIOM,5,13,low-down,PO,6_T,P
116,NLVC,1,12,music,PO,11_T,P
116,NLVC,1,8,flower,PO,12_T,P
116,NLVC,1,3,towel,DO,13_T,D
116,NLVC,1,1,video tape,PO,15_T,P
116,NLVC,1,11,ball,PO,16_T,D
116,NLVC,1,14,apple,DO,19_T,D
116,NLVC,1,9,contract,PO,20_T,P
116,NLVC,1,5,check,PO,21_T,P
116,NLVC,1,4,cigarette,DO,23_T,D
116,NLVC,1,6,key,DO,26_T,D
116,NLVC,1,2,number,DO,3_T,P
116,NLVC,1,7,bouquet,PO,4_T,OTHER
116,NLVC,1,13,toy,DO,5_T,P
116,NLVC,1,10,jumper cable,DO,6_T,P
117,NLVC,1,2,check,PO,11_T,P
117,NLVC,1,9,music,PO,12_T,P
117,NLVC,1,13,towel,DO,13_T,D
117,NLVC,1,10,toy,DO,15_T,D
117,NLVC,1,1,apple,DO,16_T,P
117,NLVC,1,4,flower,PO,19_T,P
117,NLVC,1,12,jumper cable,DO,20_T,MISSING
117,NLVC,1,5,key,DO,21_T,P
117,NLVC,1,14,video tape,PO,23_T,D
117,NLVC,1,3,contract,PO,26_T,P
117,NLVC,1,6,ball,PO,3_T,P
117,NLVC,1,8,bouquet,PO,4_T,D
117,NLVC,1,11,number,DO,5_T,D
117,NLVC,1,7,cigarette,DO,6_T,D
118,IDIOM,8,13,blank check,PO,11_T,OTHER
118,IDIOM,8,5,once-over,PO,12_T,OTHER
118,IDIOM,8,7,fair shake,DO,13_T,OTHER
118,IDIOM,8,12,piece of his mind,DO,15_T,P
118,IDIOM,8,11,run for his money,DO,16_T,P
118,IDIOM,8,2,clean bill of health,PO,19_T,P
118,IDIOM,8,14,boot,DO,20_T,OTHER
118,IDIOM,8,4,hand with the landscape,DO,21_T,P
118,IDIOM,8,9,low-down,PO,23_T,OTHER
118,IDIOM,8,8,taste of her own medicine,DO,26_T,P
118,IDIOM,8,1,hand,PO,3_T,P
118,IDIOM,8,10,green light,PO,4_T,OTHER
118,IDIOM,8,3,third degree,DO,5_T,OTHER
118,IDIOM,8,6,brush-off,PO,6_T,D
119,NLVC,7,11,music,DO,11_T,P
119,NLVC,7,2,apple,PO,12_T,OTHER
119,NLVC,7,4,towel,DO,13_T,D
119,NLVC,7,5,contract,PO,15_T,D
119,NLVC,7,13,flower,PO,16_T,P
119,NLVC,7,1,ball,PO,19_T,P
119,NLVC,7,6,bouquet,PO,20_T,D
119,NLVC,7,12,check,DO,21_T,D
119,NLVC,7,10,jumper cable,DO,23_T,P
119,NLVC,7,14,toy,DO,26_T,D
119,NLVC,7,7,video tape,DO,3_T,D
119,NLVC,7,3,cigarette,PO,4_T,P
119,NLVC,7,9,number,PO,5_T,D
119,NLVC,7,8,key,DO,6_T,D
120,LVC,3,8,compliment,DO,11_T,P
120,LVC,3,12,tip,PO,12_T,P
120,LVC,3,14,reply,DO,13_T,P
120,LVC,3,2,command,PO,15_T,P
120,LVC,3,13,advice,DO,16_T,D
120,LVC,3,5,answer,DO,19_T,D
120,LVC,3,3,encouragement,PO,20_T,P
120,LVC,3,9,hug,PO,21_T,P
120,LVC,3,7,bow,PO,23_T,P
120,LVC,3,11,aid,DO,26_T,D
120,LVC,3,6,massage,PO,3_T,P
120,LVC,3,10,scolding,DO,4_T,P
120,LVC,3,1,beating,PO,5_T,D
120,LVC,3,4,smile,DO,6_T,P
121,NLVC,8,8,video tape,PO,11_T,P
121,NLVC,8,1,toy,PO,12_T,OTHER
121,NLVC,8,6,contract,DO,13_T,OTHER
121,NLVC,8,9,key,PO,15_T,P
121,NLVC,8,2,ball,DO,16_T,MISSING
121,NLVC,8,4,flower,DO,19_T,P
121,NLVC,8,3,number,DO,20_T,D
121,NLVC,8,12,check,PO,21_T,OTHER
121,NLVC,8,13,towel,PO,23_T,P
121,NLVC,8,11,cigarette,DO,26_T,D
121,NLVC,8,10,music,PO,3_T,P
121,NLVC,8,5,bouquet,DO,4_T,P
121,NLVC,8,14,jumper cable,PO,5_T,OTHER
121,NLVC,8,7,apple,DO,6_T,OTHER
122,NLVC,5,3,key,DO,11_T,P
122,NLVC,5,1,apple,DO,12_T,D
122,NLVC,5,13,check,DO,13_T,D
122,NLVC,5,5,video tape,DO,15_T,D
122,NLVC,5,4,toy,PO,16_T,P
122,NLVC,5,9,ball,PO,19_T,OTHER
122,NLVC,5,11,bouquet,PO,20_T,MISSING
122,NLVC,5,6,contract,PO,21_T,D
122,NLVC,5,10,music,DO,23_T,MISSING
122,NLVC,5,7,towel,PO,26_T,D
122,NLVC,5,2,cigarette,DO,3_T,D
122,NLVC,5,14,flower,PO,4_T,D
122,NLVC,5,8,jumper cable,PO,5_T,D
122,NLVC,5,12,number,DO,6_T,D
123,IDIOM,1,14,earful,DO,11_T,P
123,IDIOM,1,5,break,DO,12_T,OTHER
123,IDIOM,1,12,shirt off his back,DO,13_T,D
123,IDIOM,1,10,boot,DO,15_T,OTHER
123,IDIOM,1,8,piece of her mind,PO,16_T,P
123,IDIOM,1,9,blank check,PO,19_T,D
123,IDIOM,1,11,ax,PO,20_T,P
123,IDIOM,1,1,hand,PO,21_T,P
123,IDIOM,1,7,fair shake,DO,23_T,OTHER
123,IDIOM,1,3,once-over,PO,26_T,P
123,IDIOM,1,13,taste of her own medicine,DO,3_T,D
123,IDIOM,1,2,rise,PO,4_T,P
123,IDIOM,1,4,go-ahead,PO,5_T,D
123,IDIOM,1,6,whirl,DO,6_T,P
124,LVC,8,11,aid,DO,11_T,D
124,LVC,8,4,reply,DO,12_T,P
124,LVC,8,6,compliment,PO,13_T,D
124,LVC,8,10,tip,DO,15_T,D
124,LVC,8,13,command,DO,16_T,OTHER
124,LVC,8,14,smile,PO,19_T,OTHER
